locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	gene_name	annotation	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_5271	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2348692	2350272	+	ABK12004.1			Bcen2424_5271	"lysine:proton symporter, AAT family"			1581	526			
Bcen2424_5272	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2350406	2351674	+	ABK12005.1			Bcen2424_5272	FAD dependent oxidoreductase			1269	422			
Bcen2424_5273	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2351762	2352475	+	ABK12006.1			Bcen2424_5273	"transcriptional regulator, TetR family"			714	237			
Bcen2424_5274	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2352540	2354336	-	ABK12007.1			Bcen2424_5274	phospholipase D/Transphosphatidylase			1797	598			
Bcen2424_5275	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2354442	2355200	-	ABK12008.1			Bcen2424_5275	"transcriptional regulator, DeoR family"			759	252			
Bcen2424_5276	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2355430	2355615	+	ABK12009.1			Bcen2424_5276	conserved hypothetical protein			186	61			
Bcen2424_5277	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2355820	2356689	+	ABK12010.1			Bcen2424_5277	"protein of unknown function DUF6, transmembrane"			870	289			
Bcen2424_5278	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2356871	2357719	+	ABK12011.1			Bcen2424_5278	NH(3)-dependent NAD(+) synthetase			849	282			
Bcen2424_5279	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2357795	2359471	-	ABK12012.1			Bcen2424_5279	"peptidase S10, serine carboxypeptidase"			1677	558			
Bcen2424_5280	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2359545	2361134	-	ABK12013.1			Bcen2424_5280	"kumamolisin, Serine peptidase, MEROPS family S53"			1590	529			
Bcen2424_5281	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2361422	2362042	-	ABK12014.1			Bcen2424_5281	Lysine exporter protein (LYSE/YGGA)			621	206			
Bcen2424_5282	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2362177	2362641	+	ABK12015.1			Bcen2424_5282	"transcriptional regulator, AsnC family"			465	154			
Bcen2424_5283	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2362705	2363622	-	ABK12016.1			Bcen2424_5283	"transcriptional regulator, LysR family"			918	305			
Bcen2424_5284	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2363649	2364713	+	ABK12017.1			Bcen2424_5284	agmatinase			1065	354			
Bcen2424_5285	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2364769	2366094	+	ABK12018.1			Bcen2424_5285	major facilitator superfamily MFS_1			1326	441			
Bcen2424_5286	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2366223	2368517	-	ABK12019.1			Bcen2424_5286	methionine synthase (B12-independent)			2295	764		3	00270 Cysteine and methionine metabolism [PATH:ko00270]|00450 Selenocompound metabolism [PATH:ko00450]
Bcen2424_5287	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2368645	2369553	+	ABK12020.1			Bcen2424_5287	"transcriptional regulator, LysR family"			909	302			
Bcen2424_5288	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2369577	2370299	-	ABK12021.1			Bcen2424_5288	conserved hypothetical protein			723	240			
Bcen2424_5289	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2370313	2370522	-	ABK12022.1			Bcen2424_5289	conserved hypothetical protein			210	69			
Bcen2424_5290	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2370745	2371335	+	ABK12023.1			Bcen2424_5290	Phosphoglycerate mutase			591	196			
Bcen2424_5291	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2371500	2373092	+	ABK12024.1			Bcen2424_5291	phosphate transporter			1593	530			
Bcen2424_5292	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2373499	2374260	+	ABK12025.1			Bcen2424_5292	conserved hypothetical protein			762	253			
Bcen2424_5293	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2374514	2375938	-	ABK12026.1			Bcen2424_5293	major facilitator superfamily MFS_1			1425	474			
Bcen2424_5294	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2382267	2382821	-	ABK12027.1			Bcen2424_5294	HD phosphohydrolase-like protein			555	184			
Bcen2424_5295	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2382826	2384280	-	ABK12028.1			Bcen2424_5295	aldehyde dehydrogenase			1455	484			
Bcen2424_5296	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2384277	2385587	-	ABK12029.1			Bcen2424_5296	phosphonoacetate hydrolase			1311	436			
Bcen2424_5297	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2385584	2386444	-	ABK12030.1			Bcen2424_5297	binding-protein-dependent transport systems inner membrane component			861	286			
Bcen2424_5298	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2386434	2387354	-	ABK12031.1			Bcen2424_5298	binding-protein-dependent transport systems inner membrane component			921	306			
Bcen2424_5299	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2387332	2388435	-	ABK12032.1			Bcen2424_5299	ABC transporter related			1104	367			
Bcen2424_5300	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2388470	2389561	-	ABK12033.1			Bcen2424_5300	"ABC transporter, periplasmic binding protein, thiB subfamily"			1092	363			
Bcen2424_5301	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2389822	2390931	+	ABK12034.1			Bcen2424_5301	2-aminoethylphosphonate--pyruvate transaminase			1110	369			
Bcen2424_5302	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2391034	2392377	-	ABK12035.1			Bcen2424_5302	major facilitator superfamily MFS_1			1344	447			
Bcen2424_5303	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2392411	2393265	-	ABK12036.1			Bcen2424_5303	shikimate dehydrogenase			855	284			
Bcen2424_5304	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2393262	2393717	-	ABK12037.1			Bcen2424_5304	3-dehydroquinate dehydratase			456	151			
Bcen2424_5305	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2393975	2395867	+	ABK12038.1			Bcen2424_5305	4-hydroxyphenylpyruvate dioxygenase			1893	630		3	00350 Tyrosine metabolism [PATH:ko00350]|00360 Phenylalanine metabolism [PATH:ko00360]|00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
Bcen2424_5306	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2396150	2396413	+	ABK12039.1			Bcen2424_5306	conserved hypothetical protein			264	87			
Bcen2424_5307	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2396499	2397293	-	ABK12040.1			Bcen2424_5307	"transcriptional regulator, AraC family"			795	264			
Bcen2424_5308	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2397436	2397687	+	ABK12041.1			Bcen2424_5308	conserved hypothetical protein			252	83			
Bcen2424_5309	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2397871	2399049	+	ABK12042.1			Bcen2424_5309	"amino acid/amide ABC transporter substrate-binding protein, HAAT family"			1179	392			
Bcen2424_5310	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2399305	2400681	+	ABK12043.1			Bcen2424_5310	major facilitator superfamily MFS_1			1377	458			
Bcen2424_5311	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2400785	2401222	-	ABK12044.1			Bcen2424_5311	DoxX family protein			438	145			
Bcen2424_5312	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2401410	2401931	-	ABK12045.1			Bcen2424_5312	RbsD or FucU transport			522	173			
Bcen2424_5313	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2401944	2402336	-	ABK12046.1			Bcen2424_5313	conserved hypothetical protein			393	130			
Bcen2424_5314	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2402471	2403424	-	ABK12047.1			Bcen2424_5314	branched chain amino acid: 2-keto-4-methylthiobutyrate aminotransferase			954	317			
Bcen2424_5315	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2403958	2405757	-	ABK12048.1			Bcen2424_5315	"amino acid/amide ABC transporter substrate-binding protein, HAAT family"			1800	599			
Bcen2424_5316	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2405783	2407336	-	ABK12049.1			Bcen2424_5316	galactarate dehydratase			1554	517			
Bcen2424_5317	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2407566	2408480	+	ABK12050.1			Bcen2424_5317	dihydrodipicolinate synthetase			915	304			
Bcen2424_5318	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2408595	2409149	-	ABK12051.1			Bcen2424_5318	conserved hypothetical protein			555	184			
Bcen2424_5319	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2409335	2409532	+	ABK12052.1			Bcen2424_5319	conserved hypothetical protein			198	65			
Bcen2424_5320	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2409529	2409900	+	ABK12053.1			Bcen2424_5320	PilT protein domain protein			372	123			
Bcen2424_5321	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2410028	2411605	-	ABK12054.1			Bcen2424_5321	"2,5-dioxopentanoate dehydrogenase (NAD+)"			1578	525		3	00040 Pentose and glucuronate interconversions [PATH:ko00040]|00053 Ascorbate and aldarate metabolism [PATH:ko00053]
Bcen2424_5322	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2411853	2413247	+	ABK12055.1			Bcen2424_5322	d-galactonate transporter			1395	464			
Bcen2424_5323	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2413314	2414039	-	ABK12056.1			Bcen2424_5323	peptidase M50			726	241			
Bcen2424_5324	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2414036	2415055	-	ABK12057.1			Bcen2424_5324	uncharacterized membrane-anchored protein			1020	339			
Bcen2424_5325	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2415193	2416041	+	ABK12058.1			Bcen2424_5325	"transcriptional regulator, XRE family"			849	282			
Bcen2424_5326	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2416074	2416700	-	ABK12059.1			Bcen2424_5326	Lysine exporter protein (LYSE/YGGA)			627	208			
Bcen2424_5327	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2416869	2417333	+	ABK12060.1			Bcen2424_5327	"transcriptional regulator, AsnC family"			465	154			
Bcen2424_5328	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2417330	2418700	-	ABK12061.1			Bcen2424_5328	"dihydroorotase, multifunctional complex type"			1371	456			
Bcen2424_5329	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2418704	2419264	-	ABK12062.1			Bcen2424_5329	carbonic anhydrases/acetyltransferases isoleucine patch superfamily-like protein			561	186			
Bcen2424_5330	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2419264	2419842	-	ABK12063.1			Bcen2424_5330	6-pyruvoyl-tetrahydropterin synthase-like protein			579	192			
Bcen2424_5331	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2419836	2420786	-	ABK12064.1			Bcen2424_5331	GTP cyclohydrolase I			951	316			
Bcen2424_5332	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2420815	2422086	-	ABK12065.1			Bcen2424_5332	"cobalamin synthesis protein, P47K"			1272	423			
Bcen2424_5333	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2422193	2423002	+	ABK12066.1			Bcen2424_5333	conserved hypothetical protein			810	269			
Bcen2424_5334	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2423019	2424230	-	ABK12067.1			Bcen2424_5334	"Acyl-CoA dehydrogenase, type 2, C-terminal domain protein"			1212	403			
Bcen2424_5335	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2424227	2425069	-	ABK12068.1			Bcen2424_5335	conserved hypothetical protein			843	280			
Bcen2424_5336	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2425121	2425777	-	ABK12069.1			Bcen2424_5336	binding-protein-dependent transport systems inner membrane component			657	218			
Bcen2424_5337	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2425770	2426954	-	ABK12070.1			Bcen2424_5337	ABC transporter related			1185	394			
Bcen2424_5338	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2426973	2428385	-	ABK12071.1			Bcen2424_5338	flavin-dependent oxidoreductase			1413	470			
Bcen2424_5339	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2428396	2429235	-	ABK12072.1			Bcen2424_5339	NLPA lipoprotein			840	279			
Bcen2424_5340	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2429626	2431035	+	ABK12073.1			Bcen2424_5340	Citrate carrier protein			1410	469			
Bcen2424_5341	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2431185	2433089	+	ABK12074.1			Bcen2424_5341	periplasmic sensor signal transduction histidine kinase			1905	634			
Bcen2424_5342	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2433079	2434440	+	ABK12075.1			Bcen2424_5342	"two component, sigma54 specific, transcriptional regulator, Fis family"			1362	453			
Bcen2424_5343	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2434466	2434795	+	ABK12076.1			Bcen2424_5343	conserved hypothetical protein			330	109			
Bcen2424_5344	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2434818	2435663	-	ABK12077.1			Bcen2424_5344	conserved hypothetical protein			846	281			
Bcen2424_5345	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2435660	2436796	-	ABK12078.1			Bcen2424_5345	conserved hypothetical protein			1137	378			
Bcen2424_5346	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2437126	2437977	+	ABK12079.1			Bcen2424_5346	alpha/beta hydrolase fold protein			852	283			
Bcen2424_5347	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2438080	2438520	-	ABK12080.1			Bcen2424_5347	transmembrane pair domain protein			441	146			
Bcen2424_5348	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2438622	2439512	+	ABK12081.1			Bcen2424_5348	"transcriptional regulator, LysR family"			891	296			
Bcen2424_5349	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2439705	2440118	-	ABK12082.1			Bcen2424_5349	conserved hypothetical protein			414	137			
Bcen2424_5350	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2440505	2442046	-	ABK12083.1			Bcen2424_5350	"RND efflux system, outer membrane lipoprotein, NodT family"			1542	513			
Bcen2424_5351	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2442057	2445242	-	ABK12084.1			Bcen2424_5351	"transporter, hydrophobe/amphiphile efflux-1 (HAE1) family"			3186	1061			
Bcen2424_5352	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2445288	2446505	-	ABK12085.1			Bcen2424_5352	"efflux transporter, RND family, MFP subunit"			1218	405			
Bcen2424_5353	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2446544	2447485	-	ABK12086.1			Bcen2424_5353	Alpha/beta hydrolase fold-3 domain protein			942	313			
Bcen2424_5354	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2447579	2448583	+	ABK12087.1			Bcen2424_5354	"transcriptional regulator, LysR family"			1005	334			
Bcen2424_5355	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2448992	2449285	+	ABK12088.1			Bcen2424_5355	conserved hypothetical protein			294	97			
Bcen2424_5356	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2449513	2450592	-	ABK12089.1			Bcen2424_5356	purine nucleoside permease			1080	359			
Bcen2424_5357	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2450821	2451414	-	ABK12090.1			Bcen2424_5357	Lysine exporter protein (LYSE/YGGA)			594	197			
Bcen2424_5358	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2451487	2452560	-	ABK12091.1			Bcen2424_5358	selenophosphate synthase			1074	357			
Bcen2424_5359	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2452664	2453500	+	ABK12092.1			Bcen2424_5359	"protein of unknown function DUF6, transmembrane"			837	278			
Bcen2424_5360	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2453770	2455278	-	ABK12093.1			Bcen2424_5360	"transcriptional regulator, GntR family"			1509	502			
Bcen2424_5361	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2455399	2456688	+	ABK12094.1			Bcen2424_5361	4-aminobutyrate aminotransferase apoenzyme			1290	429		3	"00640 Propanoate metabolism [PATH:ko00640]|00650 Butanoate metabolism [PATH:ko00650]|00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]|00410 beta-Alanine metabolism [PATH:ko00410]"
Bcen2424_5362	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2456780	2458249	+	ABK12095.1			Bcen2424_5362	succinate semialdehyde dehydrogenase			1470	489		3	"00650 Butanoate metabolism [PATH:ko00650]|00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]|00310 Lysine degradation [PATH:ko00310]|00350 Tyrosine metabolism [PATH:ko00350]|00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]"
Bcen2424_5363	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2458364	2459908	-	ABK12096.1			Bcen2424_5363	methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor			1545	514		3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_5364	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2460320	2461864	-	ABK12097.1			Bcen2424_5364	methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor			1545	514		3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_5365	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2462176	2463033	+	ABK12098.1			Bcen2424_5365	Methyltransferase type 11			858	285			
Bcen2424_5366	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2463030	2463590	+	ABK12099.1			Bcen2424_5366	GCN5-related N-acetyltransferase			561	186			
Bcen2424_5367	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2463606	2464202	+	ABK12100.1			Bcen2424_5367	protein of unknown function DUF523			597	198			
Bcen2424_5368	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2464303	2465505	-	ABK12101.1			Bcen2424_5368	beta-ketoadipyl CoA thiolase			1203	400		3	"00620 Pyruvate metabolism [PATH:ko00620]|00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00640 Propanoate metabolism [PATH:ko00640]|00650 Butanoate metabolism [PATH:ko00650]|00071 Fatty acid degradation [PATH:ko00071]|00072 Synthesis and degradation of ketone bodies [PATH:ko00072]|00280 Valine, leucine and isoleucine degradation [PATH:ko00280]|00310 Lysine degradation [PATH:ko00310]|00380 Tryptophan metabolism [PATH:ko00380]|00900 Terpenoid backbone biosynthesis [PATH:ko00900]|00362 Benzoate degradation [PATH:ko00362]|02020 Two-component system [PATH:ko02020]"
Bcen2424_5369	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2465694	2466521	+	ABK12102.1			Bcen2424_5369	"transcriptional regulator, IclR family"			828	275			
Bcen2424_5370	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2466732	2467847	-	ABK12103.1			Bcen2424_5370	Succinylglutamate desuccinylase/aspartoacylase			1116	371			
Bcen2424_5371	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2467903	2468676	-	ABK12104.1			Bcen2424_5371	"amino acid ABC transporter substrate-binding protein, PAAT family"			774	257			
Bcen2424_5372	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2468813	2469733	+	ABK12105.1			Bcen2424_5372	"transcriptional regulator, LysR family"			921	306			
Bcen2424_5373	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2469752	2471083	-	ABK12106.1			Bcen2424_5373	major facilitator superfamily MFS_1			1332	443			
Bcen2424_5374	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2471140	2472339	-	ABK12107.1			Bcen2424_5374	amidohydrolase			1200	399			
Bcen2424_5375	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2472538	2472927	-	ABK12108.1			Bcen2424_5375	"Limonene-1,2-epoxide hydrolase"			390	129			
Bcen2424_5376	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2473004	2473840	-	ABK12109.1			Bcen2424_5376	alpha/beta hydrolase fold protein			837	278			
Bcen2424_5377	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2474002	2475084	-	ABK12110.1			Bcen2424_5377	NADH:flavin oxidoreductase/NADH oxidase			1083	360			
Bcen2424_5378	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2475141	2475758	-	ABK12111.1			Bcen2424_5378	short-chain dehydrogenase/reductase SDR			618	205			
Bcen2424_5379	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2475988	2476908	+	ABK12112.1			Bcen2424_5379	"transcriptional regulator, LysR family"			921	306			
Bcen2424_5380	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2477220	2478530	-	ABK12113.1			Bcen2424_5380	"cytochrome c, class I"			1311	436			
Bcen2424_5381	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2478563	2480827	-	ABK12114.1			Bcen2424_5381	"aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead"			2265	754			
Bcen2424_5382	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2480885	2481352	-	ABK12115.1			Bcen2424_5382	(2Fe-2S)-binding domain protein			468	155			
Bcen2424_5383	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2481643	2482839	-	ABK12116.1			Bcen2424_5383	transcriptional regulator			1197	398			
Bcen2424_5384	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2483108	2484001	-	ABK12117.1			Bcen2424_5384	"transcriptional regulator, LysR family"			894	297			
Bcen2424_5385	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2484078	2484983	-	ABK12118.1			Bcen2424_5385	"transcriptional regulator, LysR family"			906	301			
Bcen2424_5386	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2485131	2485460	-	ABK12119.1			Bcen2424_5386	hypothetical protein			330	109			
Bcen2424_5387	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2485785	2486393	-	ABK12120.1			Bcen2424_5387	short-chain dehydrogenase/reductase SDR			609	202			
Bcen2424_5388	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2486501	2487394	+	ABK12121.1			Bcen2424_5388	"transcriptional regulator, LysR family"			894	297			
Bcen2424_5389	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2487510	2488442	-	ABK12122.1			Bcen2424_5389	amidohydrolase 2			933	310			
Bcen2424_5390	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2488445	2489767	-	ABK12123.1			Bcen2424_5390	major facilitator superfamily MFS_1			1323	440			
Bcen2424_5391	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2489779	2491017	-	ABK12124.1			Bcen2424_5391	major facilitator superfamily MFS_1			1239	412			
Bcen2424_5392	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2491014	2492294	-	ABK12125.1			Bcen2424_5392	major facilitator superfamily MFS_1			1281	426			
Bcen2424_5393	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2492291	2493337	-	ABK12126.1			Bcen2424_5393	amidohydrolase 2			1047	348			
Bcen2424_5394	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2493348	2494499	-	ABK12127.1			Bcen2424_5394	"porin, Gram-negative type"			1152	383			
Bcen2424_5395	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2494549	2495928	-	ABK12128.1			Bcen2424_5395	major facilitator superfamily MFS_1			1380	459			
Bcen2424_5396	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2496015	2496956	-	ABK12129.1			Bcen2424_5396	gluconolactonase			942	313		3	00030 Pentose phosphate pathway [PATH:ko00030]|00053 Ascorbate and aldarate metabolism [PATH:ko00053]|00930 Caprolactam degradation [PATH:ko00930]
Bcen2424_5397	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2496978	2497925	-	ABK12130.1			Bcen2424_5397	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding protein"			948	315		3	"00680 Methane metabolism [PATH:ko00680]|00260 Glycine, serine and threonine metabolism [PATH:ko00260]|00270 Cysteine and methionine metabolism [PATH:ko00270]"
Bcen2424_5398	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2497925	2498623	-	ABK12131.1			Bcen2424_5398	Dimethylmenaquinone methyltransferase			699	232			
Bcen2424_5399	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2498789	2499499	+	ABK12132.1			Bcen2424_5399	"transcriptional regulator, IclR family"			711	236			
Bcen2424_5400	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2499703	2500341	+	ABK12133.1			Bcen2424_5400	"transcriptional regulator, TetR family"			639	212			
Bcen2424_5401	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2500387	2501370	+	ABK12134.1			Bcen2424_5401	"Alcohol dehydrogenase, zinc-binding domain protein"			984	327			
Bcen2424_5402	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2501404	2501982	+	ABK12135.1			Bcen2424_5402	uncharacterized peroxidase-related enzyme			579	192			
