"Gene","product_accession","Description","chromosome","start","end","strand","feature_interval_length","product_length","assembly_unit","level","annotation"
"Bcen2424_5810","ABK12543.1","periplasmic sensor signal transduction histidine kinase","2","2935542","2936627","-"," 1086"," 361","Primary Assembly",NA,""
"Bcen2424_5811","ABK12544.1","two component transcriptional regulator, winged helix family","2","2936624","2937361","-","  738"," 245","Primary Assembly",NA,""
"Bcen2424_5812","ABK12545.1","amine oxidase; FAD dependent oxidoreductase","2","2937803","2939287","+"," 1485"," 494","Primary Assembly"," 3","00260 Glycine, serine and threonine metabolism PATH:ko00260 - 00330 Arginine and proline metabolism PATH:ko00330 - 00340 Histidine metabolism PATH:ko00340 - 00350 Tyrosine metabolism PATH:ko00350 - 00360 Phenylalanine metabolism PATH:ko00360 - 00380 Tryptophan metabolism PATH:ko00380"
"Bcen2424_5813","ABK12546.1","cytochrome c, class I","2","2939298","2939957","+","  660"," 219","Primary Assembly",NA,""
"Bcen2424_5814","ABK12547.1","conserved hypothetical protein","2","2939993","2940667","+","  675"," 224","Primary Assembly",NA,""
"Bcen2424_5815","ABK12548.1","transcriptional regulator, TetR family","2","2940741","2941361","+","  621"," 206","Primary Assembly",NA,""
"Bcen2424_5816","ABK12549.1","Phytanoyl-CoA dioxygenase","2","2941606","2942439","+","  834"," 277","Primary Assembly",NA,""
"Bcen2424_5817","ABK12550.1","Endoribonuclease L-PSP","2","2942456","2942869","+","  414"," 137","Primary Assembly",NA,""
"Bcen2424_5818","ABK12551.1","protein of unknown function DUF1329","2","2942950","2944449","+"," 1500"," 499","Primary Assembly",NA,""
"Bcen2424_5819","ABK12552.1","protein of unknown function DUF1302","2","2944528","2946372","+"," 1845"," 614","Primary Assembly",NA,""
"Bcen2424_5820","ABK12553.1","exporter, RND superfamily","2","2946434","2948794","+"," 2361"," 786","Primary Assembly",NA,""
"Bcen2424_5821","ABK12554.1","conserved hypothetical protein","2","2948826","2949110","+","  285","  94","Primary Assembly",NA,""
"Bcen2424_5822","ABK12555.1","glycosyl hydrolase, BNR repeat-containing protein","2","2949143","2950111","+","  969"," 322","Primary Assembly",NA,""
"Bcen2424_5823","ABK12556.1","Amine oxidase (flavin-containing)","2","2950156","2951637","+"," 1482"," 493","Primary Assembly"," 3","00260 Glycine, serine and threonine metabolism PATH:ko00260 - 00330 Arginine and proline metabolism PATH:ko00330 - 00340 Histidine metabolism PATH:ko00340 - 00350 Tyrosine metabolism PATH:ko00350 - 00360 Phenylalanine metabolism PATH:ko00360 - 00380 Tryptophan metabolism PATH:ko00380"
"Bcen2424_5824","ABK12557.1","cytochrome c, class I","2","2951638","2952309","+","  672"," 223","Primary Assembly",NA,""
"Bcen2424_5825","ABK12558.1","Saccharopine dehydrogenase","2","2952483","2953613","+"," 1131"," 376","Primary Assembly",NA,""
"Bcen2424_5826","ABK12559.1","AMP-dependent synthetase and ligase","2","2953656","2955209","+"," 1554"," 517","Primary Assembly",NA,""
"Bcen2424_5827","ABK12560.1","Thiolase","2","2955235","2956476","+"," 1242"," 413","Primary Assembly",NA,""
"Bcen2424_5828","ABK12561.1","FAD dependent oxidoreductase","2","2956488","2957972","+"," 1485"," 494","Primary Assembly",NA,""
"Bcen2424_5829","ABK12562.1","transcriptional regulator, TetR family","2","2958041","2958817","+","  777"," 258","Primary Assembly",NA,""
"Bcen2424_5830","ABK12563.1","acyl-CoA dehydrogenase domain protein","2","2958991","2960280","+"," 1290"," 429","Primary Assembly",NA,""
"Bcen2424_5831","ABK12564.1","ThiJ/PfpI","2","2960343","2961224","-","  882"," 293","Primary Assembly",NA,""
"Bcen2424_5832","ABK12565.1","AMP-dependent synthetase and ligase","2","2961574","2963253","+"," 1680"," 559","Primary Assembly",NA,""
"Bcen2424_5833","ABK12566.1","ATP-dependent transcriptional regulator, MalT-like, LuxR family","2","2963551","2966316","+"," 2766"," 921","Primary Assembly",NA,""
"Bcen2424_5834","ABK12567.1","transcriptional regulator, LysR family","2","2966341","2967288","-","  948"," 315","Primary Assembly",NA,""
"Bcen2424_5835","ABK12568.1","Alcohol dehydrogenase, zinc-binding domain protein","2","2967407","2968444","+"," 1038"," 345","Primary Assembly",NA,""
"Bcen2424_5836","ABK12569.1","transcriptional regulator, LysR family","2","2968582","2969571","+","  990"," 329","Primary Assembly",NA,""
"Bcen2424_5837","ABK12570.1","conserved hypothetical protein","2","2969629","2970006","+","  378"," 125","Primary Assembly",NA,""
"Bcen2424_5838","ABK12571.1","conserved hypothetical protein","2","2970135","2970290","-","  156","  51","Primary Assembly",NA,""
"Bcen2424_5839","ABK12572.1","conserved hypothetical protein","2","2970411","2970617","-","  207","  68","Primary Assembly",NA,""
"Bcen2424_5840","ABK12573.1","Phosphoglycerate mutase","2","2970787","2971461","+","  675"," 224","Primary Assembly",NA,""
"Bcen2424_5841","ABK12574.1","aminoglycoside phosphotransferase","2","2971481","2972512","+"," 1032"," 343","Primary Assembly",NA,""
"Bcen2424_5842","ABK12575.1","short-chain dehydrogenase/reductase SDR","2","2972591","2973355","+","  765"," 254","Primary Assembly",NA,""
"Bcen2424_5843","ABK12576.1","short-chain dehydrogenase/reductase SDR","2","2973363","2974121","+","  759"," 252","Primary Assembly",NA,""
"Bcen2424_5844","ABK12577.1","acyl-CoA dehydrogenase domain protein","2","2974162","2975406","+"," 1245"," 414","Primary Assembly"," 3","00071 Fatty acid degradation PATH:ko00071 - 00280 Valine, leucine and isoleucine degradation PATH:ko00280"
"Bcen2424_5845","ABK12578.1","transcriptional regulator, LysR family","2","2975486","2976391","+","  906"," 301","Primary Assembly",NA,""
"Bcen2424_5846","ABK12579.1","heat shock protein DnaJ domain protein","2","2976437","2977564","-"," 1128"," 375","Primary Assembly",NA,""
"Bcen2424_5847","ABK12580.1","hypothetical protein","2","2977674","2978282","-","  609"," 202","Primary Assembly",NA,""
"Bcen2424_5848","ABK12581.1","DNA damage-inducible DNA polymerase II","2","2978513","2980897","-"," 2385"," 794","Primary Assembly",NA,""
"Bcen2424_5849","ABK12582.1","conserved hypothetical protein","2","2980977","2981273","-","  297","  98","Primary Assembly",NA,""
"Bcen2424_5850","ABK12583.1","2-keto-3-deoxygluconate permease","2","2981415","2982434","-"," 1020"," 339","Primary Assembly",NA,""
"Bcen2424_5851","ABK12584.1","conserved hypothetical protein","2","2982664","2983035","+","  372"," 123","Primary Assembly",NA,""
"Bcen2424_5852","ABK12585.1","diguanylate phosphodiesterase","2","2983054","2984658","-"," 1605"," 534","Primary Assembly",NA,""
"Bcen2424_5853","ABK12586.1","conserved hypothetical protein","2","2985065","2985358","+","  294","  97","Primary Assembly",NA,""
"Bcen2424_5854","ABK12587.1","conserved hypothetical protein","2","2985384","2985692","-","  309"," 102","Primary Assembly",NA,""
"Bcen2424_5855","ABK12588.1","histidine acid phosphatase","2","2985891","2987516","-"," 1626"," 541","Primary Assembly",NA,""
"Bcen2424_5856","ABK12589.1","conserved hypothetical protein","2","2987699","2988133","-","  435"," 144","Primary Assembly",NA,""
"Bcen2424_5857","ABK12590.1","NADH dehydrogenase","2","2988460","2989818","-"," 1359"," 452","Primary Assembly",NA,""
"Bcen2424_5858","ABK12591.1","transcriptional regulator, LysR family","2","2989919","2990872","+","  954"," 317","Primary Assembly",NA,""
"Bcen2424_5859","ABK12592.1","conserved hypothetical protein","2","2990893","2991153","-","  261","  86","Primary Assembly",NA,""
"Bcen2424_5860","ABK12593.1","transcriptional regulator, AraC family","2","2991280","2992197","+","  918"," 305","Primary Assembly",NA,""
"Bcen2424_5861","ABK12594.1","NmrA family protein","2","2992427","2993320","+","  894"," 297","Primary Assembly",NA,""
"Bcen2424_5862","ABK12595.1","OmpA/MotB domain protein","2","2993575","2993886","+","  312"," 103","Primary Assembly",NA,""
"Bcen2424_5863","ABK12596.1","benzoate transporter","2","2993959","2995167","-"," 1209"," 402","Primary Assembly",NA,""
"Bcen2424_5864","ABK12597.1","fatty acid desaturase","2","2995343","2996368","-"," 1026"," 341","Primary Assembly",NA,""
"Bcen2424_5865","ABK12598.1","ABC phosphate/phosphonate transporter, periplasmic ligand binding protein","2","2996612","2997439","+","  828"," 275","Primary Assembly",NA,""
"Bcen2424_5866","ABK12599.1","ATP-dependent RNA helicase DbpA","2","2997490","2998662","-"," 1173"," 390","Primary Assembly",NA,""
"Bcen2424_5867","ABK12600.1","Flp/Fap pilin component","3","     49","    240","-","  192","  63","Primary Assembly",NA,""
"Bcen2424_5868","ABK12601.1","Flp/Fap pilin component","3","    380","    571","-","  192","  63","Primary Assembly",NA,""
"Bcen2424_5869","ABK12602.1","hypothetical protein","3","    743","   1084","+","  342"," 113","Primary Assembly",NA,""
"Bcen2424_5870","ABK12603.1","conserved hypothetical protein","3","   1621","   2859","+"," 1239"," 412","Primary Assembly",NA,""
"Bcen2424_5871","ABK12604.1","conserved hypothetical protein","3","   2856","   4235","+"," 1380"," 459","Primary Assembly",NA,""
"Bcen2424_5872","ABK12605.1","glycosyl transferase, family 2","3","   4260","   5303","+"," 1044"," 347","Primary Assembly",NA,""
"Bcen2424_5873","ABK12606.1","GtrA family protein","3","   5316","   5699","+","  384"," 127","Primary Assembly",NA,""
"Bcen2424_5874","ABK12607.1","conserved hypothetical protein","3","   5995","   6498","+","  504"," 167","Primary Assembly",NA,""
"Bcen2424_5875","ABK12608.1","conserved hypothetical protein","3","   6564","   7103","+","  540"," 179","Primary Assembly",NA,""
"Bcen2424_5876","ABK12609.1","amino acid ABC transporter substrate-binding protein, PAAT family","3","   7176","   8117","-","  942"," 313","Primary Assembly",NA,""
"Bcen2424_5877","ABK12610.1","conserved hypothetical protein","3","   8204","   9325","-"," 1122"," 373","Primary Assembly",NA,""
"Bcen2424_5878","ABK12611.1","major facilitator superfamily MFS_1","3","   9720","  11171","+"," 1452"," 483","Primary Assembly",NA,""
"Bcen2424_5879","ABK12612.1","phosphoribosylglycinamide synthetase","3","  11224","  12492","+"," 1269"," 422","Primary Assembly",NA,""
"Bcen2424_5880","ABK12613.1","transcriptional regulator, LysR family","3","  12501","  13376","-","  876"," 291","Primary Assembly",NA,""
"Bcen2424_5881","ABK12614.1","conserved hypothetical protein","3","  13524","  14468","+","  945"," 314","Primary Assembly",NA,""
"Bcen2424_5882","ABK12615.1","phosphoribosylglycinamide synthetase","3","  14506","  15717","+"," 1212"," 403","Primary Assembly",NA,""
"Bcen2424_5883","ABK12616.1","major facilitator superfamily MFS_1","3","  15701","  16897","-"," 1197"," 398","Primary Assembly",NA,""
"Bcen2424_5884","ABK12617.1","transcriptional regulator, LysR family","3","  16993","  17883","+","  891"," 296","Primary Assembly",NA,""
"Bcen2424_5885","ABK12618.1","NIPSNAP family containing protein","3","  17950","  18564","-","  615"," 204","Primary Assembly",NA,""
"Bcen2424_5886","ABK12619.1","transcriptional regulator, LysR family","3","  18661","  19581","+","  921"," 306","Primary Assembly",NA,""
"Bcen2424_5887","ABK12620.1","conserved hypothetical protein","3","  19765","  19989","-","  225","  74","Primary Assembly",NA,""
"Bcen2424_5888","ABK12621.1","cold-shock DNA-binding domain protein","3","  20265","  20468","-","  204","  67","Primary Assembly",NA,""
"Bcen2424_5889","ABK12622.1","alpha/beta hydrolase fold protein","3","  20776","  21879","-"," 1104"," 367","Primary Assembly",NA,""
"Bcen2424_5890","ABK12623.1","transcriptional regulator, TetR family","3","  22087","  22716","+","  630"," 209","Primary Assembly",NA,""
"Bcen2424_5891","ABK12624.1","transcriptional regulator, LysR family","3","  23072","  23992","-","  921"," 306","Primary Assembly",NA,""
"Bcen2424_5892","ABK12625.1","ketopantoate reductase","3","  24074","  25024","+","  951"," 316","Primary Assembly",NA,""
"Bcen2424_5893","ABK12626.1","Glyoxalase/bleomycin resistance protein/dioxygenase","3","  25021","  25413","+","  393"," 130","Primary Assembly",NA,""
"Bcen2424_5894","ABK12627.1","MaoC domain protein dehydratase","3","  25416","  25874","+","  459"," 152","Primary Assembly",NA,""
"Bcen2424_5895","ABK12628.1","Formyl-CoA transferase","3","  25874","  27094","+"," 1221"," 406","Primary Assembly",NA,""
"Bcen2424_5896","ABK12629.1","shikimate dehydrogenase","3","  27091","  27927","+","  837"," 278","Primary Assembly",NA,""
"Bcen2424_5897","ABK12630.1","major facilitator superfamily MFS_1","3","  28105","  29337","+"," 1233"," 410","Primary Assembly",NA,""
"Bcen2424_5898","ABK12631.1","Methyltransferase type 11","3","  29451","  30278","-","  828"," 275","Primary Assembly",NA,""
"Bcen2424_5899","ABK12632.1","6-phosphogluconate dehydrogenase, NAD-binding protein","3","  30565","  31467","-","  903"," 300","Primary Assembly",NA,""
"Bcen2424_5900","ABK12633.1","major facilitator superfamily MFS_1","3","  31525","  32853","-"," 1329"," 442","Primary Assembly",NA,""
"Bcen2424_5901","ABK12634.1","hypothetical protein","3","  32870","  33181","-","  312"," 103","Primary Assembly",NA,""
"Bcen2424_5902","ABK12635.1","transcriptional regulator, LysR family","3","  33249","  34169","+","  921"," 306","Primary Assembly",NA,""
"Bcen2424_5903","ABK12636.1","tartrate dehydrogenase","3","  34472","  35575","+"," 1104"," 367","Primary Assembly"," 3","00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630 - 00650 Butanoate metabolism PATH:ko00650"
"Bcen2424_5904","ABK12637.1","Aldehyde dehydrogenase (NAD(+))","3","  35579","  37027","+"," 1449"," 482","Primary Assembly"," 3","00010 Glycolysis / Gluconeogenesis PATH:ko00010 - 00053 Ascorbate and aldarate metabolism PATH:ko00053 - 00620 Pyruvate metabolism PATH:ko00620 - 00071 Fatty acid degradation PATH:ko00071 - 00561 Glycerolipid metabolism PATH:ko00561 - 00280 Valine, leucine and isoleucine degradation PATH:ko00280 - 00310 Lysine degradation PATH:ko00310 - 00330 Arginine and proline metabolism PATH:ko00330 - 00340 Histidine metabolism PATH:ko00340 - 00380 Tryptophan metabolism PATH:ko00380 - 00410 beta-Alanine metabolism PATH:ko00410 - 00903 Limonene and pinene degradation PATH:ko00903 - 00625 Chloroalkane and chloroalkene degradation PATH:ko00625"
"Bcen2424_5905","ABK12638.1","cysteine synthase","3","  37307","  38245","-","  939"," 312","Primary Assembly"," 3","00920 Sulfur metabolism PATH:ko00920 - 00270 Cysteine and methionine metabolism PATH:ko00270"
"Bcen2424_5906","ABK12639.1","membrane-associated proteins in eicosanoid and glutathione metabolism (MAPEG)","3","  38292","  38699","-","  408"," 135","Primary Assembly",NA,""
"Bcen2424_5907","ABK12640.1","NmrA family protein","3","  38922","  39788","-","  867"," 288","Primary Assembly",NA,""
"Bcen2424_5908","ABK12641.1","transcriptional regulator, LysR family","3","  39999","  40919","+","  921"," 306","Primary Assembly",NA,""
"Bcen2424_5909","ABK12642.1","transposase, IS605 OrfB family","3","  40981","  42033","+"," 1053"," 350","Primary Assembly",NA,""
"Bcen2424_5910","ABK12643.1","transcriptional regulator, AraC family","3","  42103","  43065","-","  963"," 320","Primary Assembly",NA,""
"Bcen2424_5911","ABK12644.1","short-chain dehydrogenase/reductase SDR","3","  43218","  44141","+","  924"," 307","Primary Assembly",NA,""
"Bcen2424_5912","ABK12645.1","transcriptional regulator, GntR family","3","  44309","  45049","-","  741"," 246","Primary Assembly",NA,""
"Bcen2424_5913","ABK12646.1","aminotransferase","3","  45046","  46428","-"," 1383"," 460","Primary Assembly",NA,""
"Bcen2424_5914","ABK12647.1","L-glutamine synthetase","3","  46439","  47773","-"," 1335"," 444","Primary Assembly"," 3","00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630 - 00910 Nitrogen metabolism PATH:ko00910 - 00250 Alanine, aspartate and glutamate metabolism PATH:ko00250 - 00220 Arginine biosynthesis PATH:ko00220 - 02020 Two-component system PATH:ko02020"
"Bcen2424_5915","ABK12648.1","conserved hypothetical protein","3","  47855","  48202","-","  348"," 115","Primary Assembly",NA,""
"Bcen2424_5916","ABK12649.1","short-chain dehydrogenase/reductase SDR","3","  48274","  49038","-","  765"," 254","Primary Assembly",NA,""
"Bcen2424_5917","ABK12650.1","transcriptional regulator, LysR family","3","  49180","  50097","+","  918"," 305","Primary Assembly",NA,""
"Bcen2424_5918","ABK12651.1","regulatory protein, LysR","3","  50232","  50576","-","  345"," 114","Primary Assembly",NA,""
"Bcen2424_5919","ABK12652.1","amino acid ABC transporter substrate-binding protein, PAAT family","3","  50634","  51371","-","  738"," 245","Primary Assembly",NA,""
"Bcen2424_5920","ABK12653.1","ABC transporter related protein","3","  51588","  52499","-","  912"," 303","Primary Assembly",NA,""
"Bcen2424_5921","ABK12654.1","binding-protein-dependent transport systems inner membrane component","3","  52545","  53519","-","  975"," 324","Primary Assembly",NA,""
"Bcen2424_5922","ABK12655.1","Amidase","3","  53583","  55454","-"," 1872"," 623","Primary Assembly"," 3","00220 Arginine biosynthesis PATH:ko00220 - 00791 Atrazine degradation PATH:ko00791"
"Bcen2424_5923","ABK12656.1","Biotin carboxylation region","3","  55451","  59068","-"," 3618","1205","Primary Assembly"," 3","00220 Arginine biosynthesis PATH:ko00220 - 00791 Atrazine degradation PATH:ko00791"
"Bcen2424_5924","ABK12657.1","conserved hypothetical protein","3","  59157","  59813","-","  657"," 218","Primary Assembly",NA,""
"Bcen2424_5925","ABK12658.1","conserved hypothetical protein","3","  59825","  60580","-","  756"," 251","Primary Assembly",NA,""
"Bcen2424_5926","ABK12659.1","conserved hypothetical protein","3","  60780","  61046","+","  267","  88","Primary Assembly",NA,""
"Bcen2424_5927","ABK12660.1","ABC transport system substrate-binding protein","3","  61466","  62488","+"," 1023"," 340","Primary Assembly",NA,""
"Bcen2424_5928","ABK12661.1","metallophosphoesterase","3","  62636","  63355","-","  720"," 239","Primary Assembly",NA,""
"Bcen2424_5929","ABK12662.1","GCN5-related N-acetyltransferase","3","  63639","  64088","-","  450"," 149","Primary Assembly",NA,""
"Bcen2424_5930","ABK12663.1","GCN5-related N-acetyltransferase","3","  64481","  65005","-","  525"," 174","Primary Assembly",NA,""
"Bcen2424_5931","ABK12664.1","NUDIX hydrolase","3","  65108","  65539","-","  432"," 143","Primary Assembly",NA,""
"Bcen2424_5932","ABK12665.1","hypothetical protein","3","  65833","  66114","+","  282","  93","Primary Assembly",NA,""
"Bcen2424_5933","ABK12666.1","protein of unknown function DUF925","3","  66426","  66992","-","  567"," 188","Primary Assembly",NA,""
"Bcen2424_5934","ABK12667.1","transcriptional regulator, LysR family","3","  67251","  68213","-","  963"," 320","Primary Assembly",NA,""
"Bcen2424_5935","ABK12668.1","conserved hypothetical protein","3","  69028","  69261","+","  234","  77","Primary Assembly",NA,""
"Bcen2424_5936","ABK12669.1","histidine kinase","3","  69400","  70521","-"," 1122"," 373","Primary Assembly",NA,""
"Bcen2424_5937","ABK12670.1","poly(3-hydroxybutyrate) depolymerase-like protein","3","  70767","  72032","+"," 1266"," 421","Primary Assembly",NA,""
"Bcen2424_5938","ABK12671.1","periplasmic sensor signal transduction histidine kinase","3","  72080","  73915","-"," 1836"," 611","Primary Assembly",NA,""
"Bcen2424_5939","ABK12672.1","response regulator receiver modulated metal dependent phosphohydrolase","3","  73933","  75351","-"," 1419"," 472","Primary Assembly",NA,""
"Bcen2424_5940","ABK12673.1","GCN5-related N-acetyltransferase","3","  75473","  75928","-","  456"," 151","Primary Assembly",NA,""
"Bcen2424_5941","ABK12674.1","conserved hypothetical protein","3","  76186","  76590","-","  405"," 134","Primary Assembly",NA,""
"Bcen2424_5942","ABK12675.1","sodium:dicarboxylate symporter","3","  76761","  77966","-"," 1206"," 401","Primary Assembly",NA,""
"Bcen2424_5943","ABK12676.1","transcriptional regulator, GntR family","3","  77983","  78645","-","  663"," 220","Primary Assembly",NA,""
"Bcen2424_5944","ABK12677.1","GCN5-related N-acetyltransferase","3","  78796","  79260","+","  465"," 154","Primary Assembly",NA,""
"Bcen2424_5945","ABK12678.1","conserved hypothetical protein","3","  79306","  79617","+","  312"," 103","Primary Assembly",NA,""
"Bcen2424_5946","ABK12679.1","porin, Gram-negative type","3","  80029","  81195","+"," 1167"," 388","Primary Assembly",NA,""
"Bcen2424_5947","ABK12680.1","transcriptional regulator, LysR family","3","  81228","  82193","-","  966"," 321","Primary Assembly",NA,""
"Bcen2424_5948","ABK12681.1","major facilitator superfamily MFS_1","3","  82311","  83531","+"," 1221"," 406","Primary Assembly",NA,""
"Bcen2424_5949","ABK12682.1","ketopantoate reductase","3","  83528","  84424","+","  897"," 298","Primary Assembly",NA,""
"Bcen2424_5950","ABK12683.1","ThiJ/PfpI domain protein","3","  84559","  85158","-","  600"," 199","Primary Assembly",NA,""
"Bcen2424_5951","ABK12684.1","conserved hypothetical protein","3","  85568","  86725","+"," 1158"," 385","Primary Assembly",NA,""
"Bcen2424_5952","ABK12685.1","putative lipoprotein","3","  86785","  86946","+","  162","  53","Primary Assembly",NA,""
"Bcen2424_5953","ABK12686.1","conserved hypothetical protein","3","  87028","  87501","-","  474"," 157","Primary Assembly",NA,""
"Bcen2424_5954","ABK12687.1","chromate transporter, chromate ion transporter (CHR) family","3","  87504","  88676","-"," 1173"," 390","Primary Assembly",NA,""
"Bcen2424_5955","ABK12688.1","putative chromate resistance signal peptide protein","3","  88696","  89658","-","  963"," 320","Primary Assembly",NA,""
"Bcen2424_5956","ABK12689.1","conserved hypothetical protein","3","  90021","  90350","+","  330"," 109","Primary Assembly",NA,""
"Bcen2424_5957","ABK12690.1","conserved hypothetical protein","3","  90609","  90941","+","  333"," 110","Primary Assembly",NA,""
"Bcen2424_5958","ABK12691.1","conserved hypothetical protein","3","  90945","  91199","+","  255","  84","Primary Assembly",NA,""
"Bcen2424_5959","ABK12692.1","SSU ribosomal protein S21P","3","  91233","  91445","+","  213","  70","Primary Assembly",NA,""
"Bcen2424_5960","ABK12693.1","transposase, IS4 family","3","  91535","  92638","+"," 1104"," 367","Primary Assembly",NA,""
"Bcen2424_5961","ABK12694.1","periplasmic sensor signal transduction histidine kinase","3","  93015","  94292","-"," 1278"," 425","Primary Assembly",NA,""
"Bcen2424_5962","ABK12695.1","two component transcriptional regulator, winged helix family","3","  94276","  95025","-","  750"," 249","Primary Assembly",NA,""
"Bcen2424_5963","ABK12696.1","efflux transporter, RND family, MFP subunit","3","  95351","  96607","+"," 1257"," 418","Primary Assembly"," 3","01501 beta-Lactam resistance PATH:ko01501 - 01503 Cationic antimicrobial peptide (CAMP) resistance PATH:ko01503"
"Bcen2424_5964","ABK12697.1","transporter, hydrophobe/amphiphile efflux-1 (HAE1) family","3","  96620","  99817","+"," 3198","1065","Primary Assembly"," 3","01501 beta-Lactam resistance PATH:ko01501 - 01503 Cationic antimicrobial peptide (CAMP) resistance PATH:ko01503"
"Bcen2424_5965","ABK12698.1","RND efflux system, outer membrane lipoprotein, NodT family","3","  99814"," 101241","+"," 1428"," 475","Primary Assembly"," 3","02024 Quorum sensing PATH:ko02024 - 01501 beta-Lactam resistance PATH:ko01501"
"Bcen2424_5966","ABK12699.1","amino acid ABC transporter substrate-binding protein, PAAT family","3"," 101297"," 102346","+"," 1050"," 349","Primary Assembly",NA,""
"Bcen2424_5967","ABK12700.1","aminotransferase, class V","3"," 102400"," 103659","-"," 1260"," 419","Primary Assembly",NA,""
"Bcen2424_5968","ABK12701.1","sodium:dicarboxylate symporter","3"," 103713"," 105041","-"," 1329"," 442","Primary Assembly",NA,""
"Bcen2424_5969","ABK12702.1","transcriptional regulator, LysR family","3"," 105218"," 106135","+","  918"," 305","Primary Assembly",NA,""
"Bcen2424_5970","ABK12703.1","sodium:dicarboxylate symporter","3"," 106446"," 107753","+"," 1308"," 435","Primary Assembly",NA,""
"Bcen2424_5971","ABK12704.1","amino acid ABC transporter substrate-binding protein, PAAT family","3"," 107767"," 108708","+","  942"," 313","Primary Assembly",NA,""
"Bcen2424_5972","ABK12705.1","UvrA family protein","3"," 108798"," 114692","-"," 5895","1964","Primary Assembly",NA,""
"Bcen2424_5973","ABK12706.1","conserved hypothetical protein","3"," 115005"," 116207","-"," 1203"," 400","Primary Assembly",NA,""
"Bcen2424_5974","ABK12707.1","transcriptional regulator, TetR family","3"," 116285"," 116968","-","  684"," 227","Primary Assembly",NA,""
"Bcen2424_5975","ABK12708.1","cyclase family protein","3"," 117193"," 117999","+","  807"," 268","Primary Assembly",NA,""
"Bcen2424_5976","ABK12709.1","fumarylacetoacetate hydrolase","3"," 118035"," 119357","+"," 1323"," 440","Primary Assembly"," 3","00350 Tyrosine metabolism PATH:ko00350 - 00643 Styrene degradation PATH:ko00643"
"Bcen2424_5977","ABK12710.1","porin, Gram-negative type","3"," 119497"," 120588","-"," 1092"," 363","Primary Assembly",NA,""
"Bcen2424_5978","ABK12711.1","conserved hypothetical protein","3"," 120858"," 121616","-","  759"," 252","Primary Assembly",NA,""
"Bcen2424_5979","ABK12712.1","transcriptional regulator, TetR family","3"," 121746"," 122348","+","  603"," 200","Primary Assembly",NA,""
"Bcen2424_5980","ABK12713.1","conserved hypothetical protein","3"," 122641"," 122871","-","  231","  76","Primary Assembly",NA,""
"Bcen2424_5981","ABK12714.1","conserved hypothetical protein","3"," 123030"," 123407","-","  378"," 125","Primary Assembly",NA,""
"Bcen2424_5982","ABK12715.1","OmpA/MotB domain protein","3"," 123460"," 124122","-","  663"," 220","Primary Assembly",NA,""
"Bcen2424_5983","ABK12716.1","YadA C-terminal domain protein","3"," 124247"," 128662","-"," 4416","1471","Primary Assembly",NA,""
"Bcen2424_5984","ABK12717.1","conserved hypothetical protein","3"," 128803"," 129168","+","  366"," 121","Primary Assembly",NA,""
"Bcen2424_5986","ABK12718.1","two component transcriptional regulator, AraC family","3"," 130117"," 130950","+","  834"," 277","Primary Assembly",NA,""
"Bcen2424_5987","ABK12719.1","periplasmic sensor signal transduction histidine kinase","3"," 130943"," 133285","+"," 2343"," 780","Primary Assembly",NA,""
"Bcen2424_5988","ABK12720.1","conserved hypothetical protein","3"," 133326"," 133613","-","  288","  95","Primary Assembly",NA,""
"Bcen2424_5989","ABK12721.1","monosaccharide ABC transporter membrane protein, CUT2 family","3"," 133647"," 134735","-"," 1089"," 362","Primary Assembly",NA,""
"Bcen2424_5990","ABK12722.1","monosaccharide ABC transporter membrane protein, CUT2 family","3"," 134732"," 135775","-"," 1044"," 347","Primary Assembly",NA,""
"Bcen2424_5991","ABK12723.1","monosaccharide ABC transporter ATP-binding protein, CUT2 family","3"," 135772"," 137286","-"," 1515"," 504","Primary Assembly",NA,""
"Bcen2424_5992","ABK12724.1","monosaccharide ABC transporter substrate-binding protein, CUT2 family","3"," 137347"," 138309","-","  963"," 320","Primary Assembly",NA,""
"Bcen2424_5993","ABK12725.1","Pirin domain protein","3"," 138591"," 139442","-","  852"," 283","Primary Assembly",NA,""
"Bcen2424_5994","ABK12726.1","(Acyl-carrier-protein) phosphodiesterase","3"," 139477"," 140082","-","  606"," 201","Primary Assembly",NA,""
"Bcen2424_5995","ABK12727.1","transcriptional regulator, LysR family","3"," 140201"," 141124","+","  924"," 307","Primary Assembly",NA,""
"Bcen2424_5996","ABK12728.1","DNA topoisomerase, type I, putative","3"," 141356"," 142384","+"," 1029"," 342","Primary Assembly",NA,""
"Bcen2424_5997","ABK12729.1","General substrate transporter","3"," 142664"," 144133","+"," 1470"," 489","Primary Assembly",NA,""
"Bcen2424_5998","ABK12730.1","alpha/beta hydrolase fold protein","3"," 144180"," 145004","-","  825"," 274","Primary Assembly",NA,""
"Bcen2424_5999","ABK12731.1","transcriptional regulator, LysR family","3"," 145158"," 146150","-","  993"," 330","Primary Assembly",NA,""
"Bcen2424_6000","ABK12732.1","conserved hypothetical protein","3"," 146770"," 147621","-","  852"," 283","Primary Assembly",NA,""
"Bcen2424_6001","ABK12733.1","fatty acid desaturase","3"," 147660"," 148607","-","  948"," 315","Primary Assembly",NA,""
