locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non.redundant_refseq	related_accession	name	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_R0063	RNA	GCA_000203955.1	NA	chromosome	1	CP000458.1	2471613	2471688	-	NA	NA	NA	NA	NA	NA	76	NA	NA	NA	NA
Bcen2424_R0064	RNA	GCA_000203955.1	NA	chromosome	1	CP000458.1	2471727	2471803	-	NA	NA	NA	NA	NA	NA	77	NA	NA	NA	NA
Bcen2424_R0065	RNA	GCA_000203955.1	NA	chromosome	1	CP000458.1	2471867	2473344	-	NA	NA	NA	NA	NA	NA	1478	NA	NA	NA	NA
Bcen2424_5375	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2472538	2472927	-	ABK12108.1	NA	NA	Limonene-1,2-epoxide hydrolase	NA	NA	390	129	NA	NA	
Bcen2424_5376	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2473004	2473840	-	ABK12109.1	NA	NA	alpha/beta hydrolase fold protein	NA	NA	837	278	NA	NA	
Bcen2424_2218	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2473968	2475185	+	ABK08969.1	NA	NA	conserved hypothetical protein	NA	NA	1218	405	NA	NA	
Bcen2424_5377	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2474002	2475084	-	ABK12110.1	NA	NA	NADH:flavin oxidoreductase/NADH oxidase	NA	NA	1083	360	NA	NA	
Bcen2424_5378	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2475141	2475758	-	ABK12111.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	618	205	NA	NA	
Bcen2424_2219	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2475396	2476232	+	ABK08970.1	NA	NA	two component transcriptional regulator, LuxR family	NA	NA	837	278	NA	NA	
Bcen2424_5379	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2475988	2476908	+	ABK12112.1	NA	NA	transcriptional regulator, LysR family	NA	NA	921	306	NA	NA	
Bcen2424_2220	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2476309	2476983	+	ABK08971.1	NA	NA	membrane protein-like protein	NA	NA	675	224	NA	NA	
Bcen2424_2221	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2477123	2477779	+	ABK08972.1	NA	NA	conserved hypothetical protein	NA	NA	657	218	NA	NA	
Bcen2424_5380	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2477220	2478530	-	ABK12113.1	NA	NA	cytochrome c, class I	NA	NA	1311	436	NA	NA	
Bcen2424_2222	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2477863	2479017	-	ABK08973.1	NA	NA	peptidase M14, carboxypeptidase A	NA	NA	1155	384	NA	NA	
Bcen2424_5381	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2478563	2480827	-	ABK12114.1	NA	NA	aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead	NA	NA	2265	754	NA	NA	
Bcen2424_2223	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2479202	2479984	-	ABK08974.1	NA	NA	protein of unknown function DUF328	NA	NA	783	260	NA	NA	
Bcen2424_2224	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2480042	2480539	+	ABK08975.1	NA	NA	Protein of unknown function DUF132	NA	NA	498	165	NA	NA	
Bcen2424_2225	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2480567	2481739	+	ABK08976.1	NA	NA	2-keto-4-methylthiobutyrate aminotransferase apoenzyme	NA	NA	1173	390	NA	NA	
Bcen2424_5382	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2480885	2481352	-	ABK12115.1	NA	NA	(2Fe-2S)-binding domain protein	NA	NA	468	155	NA	NA	
Bcen2424_5383	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2481643	2482839	-	ABK12116.1	NA	NA	transcriptional regulator	NA	NA	1197	398	NA	NA	
Bcen2424_2226	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2481781	2482437	-	ABK08977.1	NA	NA	glutathione S-transferase-like protein	NA	NA	657	218	NA	NA	
Bcen2424_2227	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2482640	2483431	+	ABK08978.1	NA	NA	Enoyl-CoA hydratase	NA	NA	792	263	NA	NA	
Bcen2424_5384	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2483108	2484001	-	ABK12117.1	NA	NA	transcriptional regulator, LysR family	NA	NA	894	297	NA	NA	
Bcen2424_2228	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2483650	2484342	+	ABK08979.1	NA	NA	Glutathione S-transferase, N-terminal domain protein	NA	NA	693	230	NA	NA	
Bcen2424_5385	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2484078	2484983	-	ABK12118.1	NA	NA	transcriptional regulator, LysR family	NA	NA	906	301	NA	NA	
Bcen2424_2229	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2484390	2484866	-	ABK08980.1	NA	NA	MaoC domain protein dehydratase	NA	NA	477	158	NA	NA	
Bcen2424_2230	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2484863	2485366	-	ABK08981.1	NA	NA	MaoC domain protein dehydratase	NA	NA	504	167	NA	NA	
Bcen2424_5386	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2485131	2485460	-	ABK12119.1	NA	NA	hypothetical protein	NA	NA	330	109	NA	NA	
Bcen2424_2231	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2485363	2486496	-	ABK08982.1	NA	NA	acyl-CoA dehydrogenase domain protein	NA	NA	1134	377	NA	NA	
Bcen2424_5387	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2485785	2486393	-	ABK12120.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	609	202	NA	NA	
Bcen2424_5388	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2486501	2487394	+	ABK12121.1	NA	NA	transcriptional regulator, LysR family	NA	NA	894	297	NA	NA	
Bcen2424_2232	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2486516	2487712	-	ABK08983.1	NA	NA	acyl-CoA dehydrogenase domain protein	NA	NA	1197	398	NA	NA	
Bcen2424_5389	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2487510	2488442	-	ABK12122.1	NA	NA	amidohydrolase 2	NA	NA	933	310	NA	NA	
Bcen2424_2233	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2487767	2488189	-	ABK08984.1	NA	NA	protein of unknown function DUF1178	NA	NA	423	140	NA	NA	
Bcen2424_2234	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2488326	2488916	-	ABK08985.1	NA	NA	NUDIX hydrolase	NA	NA	591	196	NA	NA	
Bcen2424_5390	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2488445	2489767	-	ABK12123.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1323	440	NA	NA	
Bcen2424_2235	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2488956	2489252	-	ABK08986.1	NA	NA	conserved hypothetical protein	NA	NA	297	98	NA	NA	
Bcen2424_2236	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2489252	2490718	-	ABK08987.1	NA	NA	NADH dehydrogenase subunit N	NA	NA	1467	488	NA	NA	
Bcen2424_5391	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2489779	2491017	-	ABK12124.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1239	412	NA	NA	
Bcen2424_2237	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2490743	2492233	-	ABK08988.1	NA	NA	NADH dehydrogenase subunit M	NA	NA	1491	496	NA	NA	
Bcen2424_5392	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2491014	2492294	-	ABK12125.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1281	426	NA	NA	
Bcen2424_2238	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2492252	2494306	-	ABK08989.1	NA	NA	NADH dehydrogenase subunit L	NA	NA	2055	684	NA	NA	
Bcen2424_5393	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2492291	2493337	-	ABK12126.1	NA	NA	amidohydrolase 2	NA	NA	1047	348	NA	NA	
Bcen2424_5394	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2493348	2494499	-	ABK12127.1	NA	NA	porin, Gram-negative type	NA	NA	1152	383	NA	NA	
Bcen2424_2239	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2494324	2494629	-	ABK08990.1	NA	NA	NADH dehydrogenase subunit K	NA	NA	306	101	NA	NA	
Bcen2424_5395	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2494549	2495928	-	ABK12128.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1380	459	NA	NA	
Bcen2424_2240	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2494648	2495298	-	ABK08991.1	NA	NA	NADH dehydrogenase subunit J	NA	NA	651	216	NA	NA	
Bcen2424_2241	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2495411	2495899	-	ABK08992.1	NA	NA	NADH dehydrogenase subunit I	NA	NA	489	162	NA	NA	
Bcen2424_2242	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2495910	2496977	-	ABK08993.1	NA	NA	NADH dehydrogenase subunit H	NA	NA	1068	355	NA	NA	
Bcen2424_5396	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2496015	2496956	-	ABK12129.1	NA	NA	gluconolactonase	NA	NA	942	313	NA	3	00030 Pentose phosphate pathway [PATH:ko00030]|00053 Ascorbate and aldarate metabolism [PATH:ko00053]|00930 Caprolactam degradation [PATH:ko00930]
Bcen2424_2243	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2496978	2499308	-	ABK08994.1	NA	NA	NADH dehydrogenase subunit G	NA	NA	2331	776	NA	NA	
Bcen2424_5397	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2496978	2497925	-	ABK12130.1	NA	NA	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding protein	NA	NA	948	315	NA	3	00680 Methane metabolism [PATH:ko00680]|00260 Glycine, serine and threonine metabolism [PATH:ko00260]|00270 Cysteine and methionine metabolism [PATH:ko00270]
Bcen2424_5398	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2497925	2498623	-	ABK12131.1	NA	NA	Dimethylmenaquinone methyltransferase	NA	NA	699	232	NA	NA	
Bcen2424_5399	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2498789	2499499	+	ABK12132.1	NA	NA	transcriptional regulator, IclR family	NA	NA	711	236	NA	NA	
Bcen2424_2244	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2499391	2500701	-	ABK08995.1	NA	NA	NADH dehydrogenase subunit F	NA	NA	1311	436	NA	NA	
Bcen2424_5400	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2499703	2500341	+	ABK12133.1	NA	NA	transcriptional regulator, TetR family	NA	NA	639	212	NA	NA	
Bcen2424_5401	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2500387	2501370	+	ABK12134.1	NA	NA	Alcohol dehydrogenase, zinc-binding domain protein	NA	NA	984	327	NA	NA	
Bcen2424_2245	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2500698	2501183	-	ABK08996.1	NA	NA	NADH dehydrogenase subunit E	NA	NA	486	161	NA	NA	
Bcen2424_2246	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2501368	2502621	-	ABK08997.1	NA	NA	NADH dehydrogenase subunit D	NA	NA	1254	417	NA	NA	
Bcen2424_5402	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2501404	2501982	+	ABK12135.1	NA	NA	uncharacterized peroxidase-related enzyme	NA	NA	579	192	NA	NA	
Bcen2424_5403	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2502092	2503435	-	ABK12136.1	NA	NA	beta-lactamase	NA	NA	1344	447	NA	NA	
Bcen2424_2247	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2502631	2503233	-	ABK08998.1	NA	NA	NADH dehydrogenase subunit C	NA	NA	603	200	NA	NA	
Bcen2424_2248	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2503255	2503734	-	ABK08999.1	NA	NA	NADH dehydrogenase subunit B	NA	NA	480	159	NA	NA	
Bcen2424_5404	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2503685	2504596	+	ABK12137.1	NA	NA	transcriptional regulator, LysR family	NA	NA	912	303	NA	NA	
Bcen2424_2249	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2503797	2504156	-	ABK09000.1	NA	NA	NADH dehydrogenase subunit A	NA	NA	360	119	NA	NA	
Bcen2424_R0066	RNA	GCA_000203955.1	NA	chromosome	1	CP000458.1	2504310	2504394	-	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA
Bcen2424_2250	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2504505	2504882	-	ABK09001.1	NA	NA	protein translocase subunit secG	NA	NA	378	125	NA	3	03060 Protein export [PATH:ko03060]|03070 Bacterial secretion system [PATH:ko03070]|02024 Quorum sensing [PATH:ko02024]
Bcen2424_5405	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2504624	2505499	-	ABK12138.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	876	291	NA	NA	
Bcen2424_2251	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2504955	2505710	-	ABK09002.1	NA	NA	triosephosphate isomerase	NA	NA	756	251	NA	3	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|00051 Fructose and mannose metabolism [PATH:ko00051]|00562 Inositol phosphate metabolism [PATH:ko00562]|00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
Bcen2424_5406	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2505652	2506230	-	ABK12139.1	NA	NA	transcriptional regulator, TetR family	NA	NA	579	192	NA	NA	
Bcen2424_2252	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2505851	2506870	-	ABK09003.1	NA	NA	Alcohol dehydrogenase, zinc-binding domain protein	NA	NA	1020	339	NA	NA	
Bcen2424_5407	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2506433	2507908	+	ABK12140.1	NA	NA	glucose-6-phosphate 1-dehydrogenase	NA	NA	1476	491	NA	3	00030 Pentose phosphate pathway [PATH:ko00030]|00480 Glutathione metabolism [PATH:ko00480]
Bcen2424_2253	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2507019	2509166	-	ABK09004.1	NA	NA	3' exoribonuclease	NA	NA	2148	715	NA	NA	
Bcen2424_5408	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2507979	2508923	-	ABK12141.1	NA	NA	transcriptional regulator, LysR family	NA	NA	945	314	NA	NA	
Bcen2424_5409	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2509025	2510227	+	ABK12142.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1203	400	NA	NA	
Bcen2424_2254	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2509457	2509726	-	ABK09005.1	NA	NA	SSU ribosomal protein S15P	NA	NA	270	89	NA	NA	
Bcen2424_2255	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2509834	2511093	-	ABK09006.1	NA	NA	amino acid/amide ABC transporter substrate-binding protein, HAAT family	NA	NA	1260	419	NA	3	02010 ABC transporters [PATH:ko02010]|02024 Quorum sensing [PATH:ko02024]
Bcen2424_5410	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2510256	2510579	+	ABK12143.1	NA	NA	conserved hypothetical protein	NA	NA	324	107	NA	NA	
Bcen2424_5411	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2510596	2511546	+	ABK12144.1	NA	NA	luciferase family protein	NA	NA	951	316	NA	NA	
Bcen2424_2256	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2511260	2511772	+	ABK09007.1	NA	NA	conserved hypothetical protein	NA	NA	513	170	NA	NA	
Bcen2424_5412	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2511698	2512504	+	ABK12145.1	NA	NA	2,5-didehydrogluconate reductase	NA	NA	807	268	NA	NA	
Bcen2424_2257	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2512156	2512800	+	ABK09008.1	NA	NA	Carbonate dehydratase	NA	NA	645	214	NA	NA	
Bcen2424_5413	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2512574	2513689	+	ABK12146.1	NA	NA	NADH:flavin oxidoreductase/NADH oxidase	NA	NA	1116	371	NA	NA	
Bcen2424_2258	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2512842	2514392	+	ABK09009.1	NA	NA	sulphate transporter	NA	NA	1551	516	NA	NA	
Bcen2424_5414	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2513709	2514653	+	ABK12147.1	NA	NA	cyclase family protein	NA	NA	945	314	NA	NA	
Bcen2424_2259	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2514465	2516009	-	ABK09010.1	NA	NA	2-isopropylmalate synthase	NA	NA	1545	514	NA	3	00620 Pyruvate metabolism [PATH:ko00620]|00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]
Bcen2424_5415	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2514792	2515310	+	ABK12148.1	NA	NA	conserved hypothetical protein	NA	NA	519	172	NA	NA	
Bcen2424_5416	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2515433	2516098	-	ABK12149.1	NA	NA	O-methyltransferase, family 3	NA	NA	666	221	NA	NA	
Bcen2424_2260	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2516029	2516337	-	ABK09011.1	NA	NA	conserved hypothetical protein	NA	NA	309	102	NA	NA	
Bcen2424_5417	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2516147	2516824	+	ABK12150.1	NA	NA	transcriptional regulator, TetR family	NA	NA	678	225	NA	NA	
Bcen2424_2261	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2516352	2517224	-	ABK09012.1	NA	NA	CDP-diacylglycerol--serine O-phosphatidyltransferase	NA	NA	873	290	NA	3	00564 Glycerophospholipid metabolism [PATH:ko00564]|00260 Glycine, serine and threonine metabolism [PATH:ko00260]
Bcen2424_2262	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2517240	2517884	-	ABK09013.1	NA	NA	phosphatidylserine decarboxylase related protein	NA	NA	645	214	NA	NA	
Bcen2424_5418	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2517354	2518742	+	ABK12151.1	NA	NA	Xanthine/uracil/vitamin C permease	NA	NA	1389	462	NA	NA	
Bcen2424_2263	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2518012	2519028	-	ABK09014.1	NA	NA	ketol-acid reductoisomerase	NA	NA	1017	338	NA	3	00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]|00770 Pantothenate and CoA biosynthesis [PATH:ko00770]
Bcen2424_5419	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2518945	2519538	+	ABK12152.1	NA	NA	conserved hypothetical protein	NA	NA	594	197	NA	NA	
Bcen2424_2264	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2519134	2519625	-	ABK09015.1	NA	NA	acetolactate synthase, small subunit	NA	NA	492	163	NA	3	00650 Butanoate metabolism [PATH:ko00650]|00660 C5-Branched dibasic acid metabolism [PATH:ko00660]|00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]|00770 Pantothenate and CoA biosynthesis [PATH:ko00770]
Bcen2424_5420	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2519548	2519949	-	ABK12153.1	NA	NA	membrane protein-like protein	NA	NA	402	133	NA	NA	
Bcen2424_2265	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2519737	2521500	-	ABK09016.1	NA	NA	acetolactate synthase, large subunit	NA	NA	1764	587	NA	3	00650 Butanoate metabolism [PATH:ko00650]|00660 C5-Branched dibasic acid metabolism [PATH:ko00660]|00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]|00770 Pantothenate and CoA biosynthesis [PATH:ko00770]
Bcen2424_5421	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2519946	2520311	-	ABK12154.1	NA	NA	conserved hypothetical protein	NA	NA	366	121	NA	NA	
Bcen2424_5422	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2520361	2521308	+	ABK12155.1	NA	NA	transcriptional regulator, AraC family with amidase-like domain	NA	NA	948	315	NA	NA	
Bcen2424_5423	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2521369	2522289	+	ABK12156.1	NA	NA	transcriptional regulator, LysR family	NA	NA	921	306	NA	NA	
Bcen2424_2266	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2521856	2522419	+	ABK09017.1	NA	NA	RNA polymerase, sigma-24 subunit, RpoE	NA	NA	564	187	NA	NA	
Bcen2424_2267	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2522416	2522835	+	ABK09018.1	NA	NA	conserved hypothetical protein	NA	NA	420	139	NA	NA	
Bcen2424_5424	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2522516	2523298	+	ABK12157.1	NA	NA	amino acid ABC transporter substrate-binding protein, PAAT family	NA	NA	783	260	NA	NA	
Bcen2424_2268	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2522862	2523629	+	ABK09019.1	NA	NA	conserved hypothetical protein	NA	NA	768	255	NA	NA	
Bcen2424_5425	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2523521	2524636	+	ABK12158.1	NA	NA	Succinylglutamate desuccinylase/aspartoacylase	NA	NA	1116	371	NA	NA	
Bcen2424_2269	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2523636	2524142	+	ABK09020.1	NA	NA	RDD domain containing protein	NA	NA	507	168	NA	NA	
Bcen2424_2270	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2524365	2525303	+	ABK09021.1	NA	NA	metallophosphoesterase	NA	NA	939	312	NA	NA	
Bcen2424_5426	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2524794	2525600	-	ABK12159.1	NA	NA	lipoprotein, YaeC family	NA	NA	807	268	NA	NA	
Bcen2424_2271	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2525332	2526366	+	ABK09022.1	NA	NA	glycosyl transferase, group 1	NA	NA	1035	344	NA	NA	
Bcen2424_5427	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2526195	2527352	+	ABK12160.1	NA	NA	porin, Gram-negative type	NA	NA	1158	385	NA	NA	
Bcen2424_2272	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2526363	2526899	+	ABK09023.1	NA	NA	diacylglycerol kinase	NA	NA	537	178	NA	3	00561 Glycerolipid metabolism [PATH:ko00561]|00564 Glycerophospholipid metabolism [PATH:ko00564]
Bcen2424_2273	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2527101	2527859	+	ABK09024.1	NA	NA	transcriptional regulator, TetR family	NA	NA	759	252	NA	NA	
Bcen2424_5428	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2527571	2527831	+	ABK12161.1	NA	NA	conserved hypothetical protein	NA	NA	261	86	NA	NA	
Bcen2424_2274	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2527856	2528437	+	ABK09025.1	NA	NA	conserved hypothetical protein 730	NA	NA	582	193	NA	NA	
Bcen2424_5429	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2527955	2528338	+	ABK12162.1	NA	NA	conserved hypothetical protein	NA	NA	384	127	NA	NA	
Bcen2424_2275	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2528460	2529221	+	ABK09026.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	762	253	NA	NA	
Bcen2424_5430	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2528528	2528755	+	ABK12163.1	NA	NA	conserved hypothetical protein	NA	NA	228	75	NA	NA	
Bcen2424_5431	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2528983	2531250	+	ABK12164.1	NA	NA	TonB-dependent hemoglobin/transferrin/lactoferrin family receptor	NA	NA	2268	755	NA	NA	
Bcen2424_2276	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2529449	2531341	+	ABK09027.1	NA	NA	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	NA	NA	1893	630	NA	NA	
Bcen2424_5432	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2531300	2532391	+	ABK12165.1	NA	NA	Hemin-degrading family protein	NA	NA	1092	363	NA	NA	
Bcen2424_2277	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2531514	2532131	-	ABK09028.1	NA	NA	protein of unknown function DUF924	NA	NA	618	205	NA	NA	
Bcen2424_2278	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2532128	2532859	-	ABK09029.1	NA	NA	Ala-tRNA(Pro) hydrolase	NA	NA	732	243	NA	NA	
Bcen2424_5433	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2532388	2533305	+	ABK12166.1	NA	NA	periplasmic binding protein	NA	NA	918	305	NA	NA	
Bcen2424_2279	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2532963	2533373	-	ABK09030.1	NA	NA	globin	NA	NA	411	136	NA	NA	
Bcen2424_5434	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2533321	2534409	+	ABK12167.1	NA	NA	transport system permease protein	NA	NA	1089	362	NA	NA	
Bcen2424_2280	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2533418	2536033	-	ABK09031.1	NA	NA	protein of unknown function DUF214	NA	NA	2616	871	NA	NA	
